ingredient_id,name,strength
45847,CARBON DISULFIDE,200 [hp_C]/1
45848,CARBON DISULFIDE,1 [hp_M]/1
45849,MILK THISTLE,6 [hp_C]/1
45850,MILK THISTLE,500 [hp_C]/1
45851,CAULOPHYLLUM THALICTROIDES ROOT,12 [hp_C]/1
45852,MATRICARIA CHAMOMILLA WHOLE,500 [hp_C]/1
45853,MATRICARIA CHAMOMILLA WHOLE,1 [hp_M]/1
45854,CHLORINE,1 [hp_M]/1
45855,QUININE SULFATE,500 [hp_C]/1
45856,CHROMIC OXIDE,100 [hp_C]/1
45857,CHROMIC SULFATE,12 [hp_C]/1
45858,CHROMIC SULFATE,100 [hp_C]/1
45859,CHROMIC SULFATE,200 [hp_C]/1
45860,"COFFEA ARABICA SEED, ROASTED",6 [hp_C]/1
45861,"COFFEA ARABICA SEED, ROASTED",1 [hp_M]/1
45862,CITALOPRAM,12 [hp_C]/1
45863,LEMON JUICE,30 [hp_C]/1
45864,CLEMATIS RECTA FLOWERING TOP,1 [hp_Q]/1
45865,CERIC OXIDE,12 [hp_C]/1
45866,CESIUM CHLORIDE,12 [hp_C]/1
45867,CHROMIC BROMIDE,30 [hp_C]/1
45868,CHROMIC BROMIDE,200 [hp_C]/1
45869,CHROMIC FLUORIDE,100 [hp_C]/1
45870,CHROMIC SULFATE DECAHYDRATE,12 [hp_C]/1
45871,COBALT,1 [hp_Q]/1
45872,COBALTOUS CHLORIDE,100 [hp_C]/1
45873,COBALTOUS NITRATE HEXAHYDRATE,100 [hp_C]/1
45874,ANAMIRTA COCCULUS SEED,100 [hp_C]/1
45875,COLLINSONIA CANADENSIS ROOT,30 [hp_C]/1
45876,PROTORTONIA CACTI,1 [hp_M]/1
45877,PROTORTONIA CACTI,1 [hp_Q]/1
45878,CRESOL,6 [hp_C]/1
45879,COMOCLADIA DENTATA BARK/LEAF,12 [hp_C]/1
45880,COMOCLADIA DENTATA BARK/LEAF,1 [hp_Q]/1
45881,MARSDENIA CONDURANGO BARK,100 [hp_C]/1
45882,MARSDENIA CONDURANGO BARK,200 [hp_C]/1
45883,CONIUM MACULATUM FLOWERING TOP,6 [hp_C]/1
45884,CONIUM MACULATUM FLOWERING TOP,12 [hp_C]/1
45885,CONIUM MACULATUM FLOWERING TOP,200 [hp_C]/1
45886,COPAIFERA OFFICINALIS RESIN,12 [hp_C]/1
45887,PIPER CUBEBA FRUIT,1 [hp_Q]/1
45888,BASIC CUPRIC CARBONATE,1 [hp_M]/1
45889,COPPER,100 [hp_C]/1
45890,CUPRIC CHLORIDE ANHYDROUS,6 [hp_C]/1
45891,CUPRIC NITRATE HEXAHYDRATE,30 [hp_C]/1
45892,CUPRIC NITRATE HEXAHYDRATE,100 [hp_C]/1
45893,DIOSCOREA VILLOSA TUBER,12 [hp_C]/1
45894,MUCUNA PRURIENS FRUIT TRICHOME,100 [hp_C]/1
45895,ECHINACEA ANGUSTIFOLIA WHOLE,12 [hp_C]/1
45896,ECHINACEA ANGUSTIFOLIA WHOLE,30 [hp_C]/1
45897,EQUISETUM HYEMALE,200 [hp_C]/1
45898,EUCALYPTUS GLOBULUS LEAF,500 [hp_C]/1
45899,FAGUS SYLVATICA NUT,30 [hp_C]/1
45900,FERRIC CHLORIDE,100 [hp_C]/1
45901,FERRIC CHLORIDE,500 [hp_C]/1
45902,GRATIOLA OFFICINALIS,100 [hp_C]/1
45903,GRATIOLA OFFICINALIS,500 [hp_C]/1
45904,FORMIC ACID,6 [hp_C]/1
45905,GLYCERIN,6 [hp_C]/1
45906,GLYCERIN,12 [hp_C]/1
45907,GLYCERIN,500 [hp_C]/1
45908,HELIANTHUS ANNUUS FLOWERING TOP,1 [hp_Q]/1
45909,DIGITALIS,200 [hp_C]/1
45910,DIGITALIS,10 [hp_M]/1
45911,IRON,12 [hp_C]/1
45912,IRON,1 [hp_M]/1
45913,FERROUS SULFATE,30 [hp_C]/1
45914,POTASSIUM ACETATE,30 [hp_C]/1
45915,POTASSIUM NITRATE,12 [hp_C]/1
45916,KALMIA LATIFOLIA LEAF,1 [hp_Q]/1
45917,SKIM MILK,1 [hp_M]/1
45918,PSEUDOGNAPHALIUM OBTUSIFOLIUM,500 [hp_C]/1
45919,LITHIUM CARBONATE,200 [hp_C]/1
45920,CUPRIC FLUORIDE DIHYDRATE,12 [hp_C]/1
45921,COBALTOUS BROMIDE,12 [hp_C]/1
45922,COBALTOUS BROMIDE,1 [hp_Q]/1
45923,COBALTOUS CARBONATE,200 [hp_C]/1
45924,MAGNESIUM CHLORIDE,200 [hp_C]/1
45925,MAGNESIUM SULFATE HEPTAHYDRATE,500 [hp_C]/1
45926,LYCOPUS VIRGINICUS,1 [hp_Q]/1
45927,"LACTIC ACID, DL-",12 [hp_C]/1
45928,DYSPROSIUM,200 [hp_C]/1
45929,DYSPROSIUM,1 [hp_M]/1
45930,MANGANESE ACETATE TETRAHYDRATE,6 [hp_C]/1
45931,MANGANESE ACETATE TETRAHYDRATE,30 [hp_C]/1
45932,MANGANESE ACETATE TETRAHYDRATE,1 [hp_M]/1
45933,EUROPIUM,6 [hp_C]/1
45934,EUROPIUM,12 [hp_C]/1
45935,FERRIC FLUORIDE,500 [hp_C]/1
45936,SODIUM NITRATE,30 [hp_C]/1
45937,SODIUM NITRATE,1 [hp_M]/1
45938,MANGANESE CHLORIDE,1 [hp_M]/1
45939,SODIUM FLUORIDE,12 [hp_C]/1
45940,SODIUM FLUORIDE,500 [hp_C]/1
45941,SODIUM SULFATE,100 [hp_C]/1
45942,SAGE,200 [hp_C]/1
45943,SAGE,1 [hp_Q]/1
45944,SAW PALMETTO,100 [hp_C]/1
45945,SAW PALMETTO,200 [hp_C]/1
45946,SAW PALMETTO,500 [hp_C]/1
45947,SCROPHULARIA NODOSA,100 [hp_C]/1
45948,ROSMARINUS OFFICINALIS FLOWERING TOP,6 [hp_C]/1
45949,ROSMARINUS OFFICINALIS FLOWERING TOP,1 [hp_Q]/1
45950,CLAVICEPS PURPUREA SCLEROTIUM,200 [hp_C]/1
45951,SELENIUM,200 [hp_C]/1
45952,STELLARIA MEDIA,100 [hp_C]/1
45953,STROPHANTHUS HISPIDUS SEED,30 [hp_C]/1
45954,STROPHANTHUS HISPIDUS SEED,200 [hp_C]/1
45955,TITANIUM,30 [hp_C]/1
45956,RIMANTADINE HYDROCHLORIDE,100 mg/1
45957,TARAXACUM OFFICINALE,1 [hp_M]/1
45958,VERATRUM VIRIDE ROOT,1 [hp_M]/1
45959,VINCA MINOR,1 [hp_Q]/1
45960,VANADIUM,200 [hp_C]/1
45961,PLANTAGO MAJOR,12 [hp_C]/1
45962,PRUNUS SPINOSA FLOWER BUD,30 [hp_C]/1
45963,PRUNUS SPINOSA FLOWER BUD,500 [hp_C]/1
45964,LEAD IODIDE,12 [hp_C]/1
45965,"LACTOSE, UNSPECIFIED FORM",6 [hp_C]/1
45966,"LACTOSE, UNSPECIFIED FORM",100 [hp_C]/1
45967,STAR ANISE,6 [hp_C]/1
45968,POTASSIUM CARBONATE,6 [hp_C]/1
45969,GUAIACUM OFFICINALE RESIN,100 [hp_C]/1
45970,GUAIACUM OFFICINALE RESIN,200 [hp_C]/1
45971,GUAIACUM OFFICINALE RESIN,1 [hp_M]/1
45972,"MANGANESE PHOSPHATE, DIBASIC",200 [hp_C]/1
45973,"MANGANESE PHOSPHATE, DIBASIC",1 [hp_M]/1
45974,OSMIUM,100 [hp_C]/1
45975,ROBINIA PSEUDOACACIA BARK,200 [hp_C]/1
45976,TIN,12 [hp_C]/1
45977,TIN,500 [hp_C]/1
45978,LOBARIA PULMONARIA,100 [hp_C]/1
45979,GREEN TEA LEAF,100 [hp_C]/1
45980,TURPENTINE OIL,12 [hp_C]/1
45981,VERBASCUM THAPSUS,100 [hp_C]/1
45982,VERBASCUM THAPSUS,1 [hp_Q]/1
45983,NITROGLYCERIN,10 [hp_M]/1
45984,HAFNIUM,200 [hp_C]/1
45985,HYPERICUM PERFORATUM,100 [hp_C]/1
45986,HYPERICUM PERFORATUM,10 [hp_M]/1
45987,STRYCHNOS IGNATII SEED,12 [hp_C]/1
45988,IRIS VERSICOLOR ROOT,10 [hp_M]/1
45989,IODINE,6 [hp_C]/1
45990,DIBASIC POTASSIUM PHOSPHATE,200 [hp_C]/1
45991,RHODODENDRON TOMENTOSUM LEAFY TWIG,12 [hp_C]/1
45992,PRUNUS LAUROCERASUS LEAF,10 [hp_M]/1
45993,LILIUM LANCIFOLIUM WHOLE FLOWERING,12 [hp_C]/1
45994,LILIUM LANCIFOLIUM WHOLE FLOWERING,500 [hp_C]/1
45995,LUTETIUM,30 [hp_C]/1
45996,LYCOPODIUM CLAVATUM SPORE,1 [hp_Q]/1
45997,MERCURIC CHLORIDE,6 [hp_C]/1
45998,PHYSALIA PHYSALIS,200 [hp_C]/1
45999,PHYSALIA PHYSALIS,10 [hp_M]/1
46000,MERCURIC SULFATE,6 [hp_C]/1
46001,MERCURIC SULFATE,12 [hp_C]/1
46002,MERCURIC SULFATE,1 [hp_Q]/1
46003,MERCURY,30 [hp_C]/1
46004,"SODIUM ARSENATE, DIBASIC, HEPTAHYDRATE",30 [hp_C]/1
46005,"SODIUM ARSENATE, DIBASIC, HEPTAHYDRATE",200 [hp_C]/1
46006,"SODIUM ARSENATE, DIBASIC, HEPTAHYDRATE",1 [hp_Q]/1
46007,SODIUM CARBONATE,200 [hp_C]/1
46008,SODIUM CHLORIDE,1 [hp_M]/1
46009,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",100 [hp_C]/1
46010,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",500 [hp_C]/1
46011,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",10 [hp_M]/1
46012,PAEONIA OFFICINALIS ROOT,6 [hp_C]/1
46013,NICKEL,30 [hp_C]/1
46014,NICKEL,200 [hp_C]/1
46015,NICKEL,10 [hp_M]/1
46016,NICKEL,1 [hp_Q]/1
46017,NUTMEG,200 [hp_C]/1
46018,PTELEA TRIFOLIATA BARK,1 [hp_M]/1
46019,RADISH,1 [hp_M]/1
46020,TOBACCO LEAF,12 [hp_C]/1
46021,TOBACCO LEAF,1 [hp_M]/1
46022,ZINC OXIDE,500 [hp_C]/1
46023,NERIUM OLEANDER LEAF,6 [hp_C]/1
46024,NERIUM OLEANDER LEAF,1 [hp_M]/1
46025,VISCUM ALBUM FRUITING TOP,500 [hp_C]/1
46026,VIOLA TRICOLOR WHOLE,10 [hp_M]/1
46027,KEROSENE,12 [hp_C]/1
46028,KEROSENE,1 [hp_M]/1
46029,PINE TAR,1 [hp_M]/1
46030,RUTHENIUM,30 [hp_C]/1
46031,RUTHENIUM,100 [hp_C]/1
46032,TOXICODENDRON VERNIX LEAFY TWIG,10 [hp_M]/1
46033,SILICON DIOXIDE,1 [hp_M]/1
46034,SEPIA OFFICINALIS JUICE,100 [hp_C]/1
46035,HALOPERIDOL,2 mg/mL
46036,COMFREY ROOT,10 [hp_M]/1
46037,ZINC BROMIDE,30 [hp_C]/1
46038,ZINC BROMIDE,100 [hp_C]/1
46039,ZINC,200 [hp_C]/1
46040,SARSAPARILLA,6 [hp_C]/1
46041,SARSAPARILLA,500 [hp_C]/1
46042,SARSAPARILLA,1 [hp_Q]/1
46043,DATURA STRAMONIUM,100 [hp_C]/1
46044,CUPRIC BROMIDE,6 [hp_C]/1
46045,CUPRIC BROMIDE,200 [hp_C]/1
46046,CUPRIC PHOSPHATE,200 [hp_C]/1
46047,POTASSIUM FERROCYANIDE TRIHYDRATE,6 [hp_C]/1
46048,POTASSIUM FERROCYANIDE TRIHYDRATE,100 [hp_C]/1
46049,SCUTELLARIA LATERIFLORA WHOLE,1 [hp_M]/1
46050,SCUTELLARIA LATERIFLORA WHOLE,10 [hp_M]/1
46051,SYZYGIUM CUMINI SEED,12 [hp_C]/1
46052,SYZYGIUM CUMINI SEED,100 [hp_C]/1
46053,PETROSELINUM CRISPUM,30 [hp_C]/1
46054,PIPER METHYSTICUM ROOT,6 [hp_C]/1
46055,PICRIC ACID,12 [hp_C]/1
46056,PICRIC ACID,30 [hp_C]/1
46057,XEROPHYLLUM ASPHODELOIDES,100 [hp_C]/1
46058,GERMANIUM,12 [hp_C]/1
46059,GERMANIUM,1 [hp_Q]/1
46060,POTASSIUM CITRATE,6 [hp_C]/1
46061,MANGANESE BROMIDE,500 [hp_C]/1
46062,MANGANESE DIFLUORIDE,1 [hp_M]/1
46063,MELILOTUS ALBUS TOP,1 [hp_M]/1
46064,RHAMNUS CATHARTICA FRUIT,12 [hp_C]/1
46065,GREEN PEPPERCORN,200 [hp_C]/1
46066,RUTHENIUM TRIBROMIDE,200 [hp_C]/1
46067,RUTHENIUM TRIBROMIDE,1 [hp_M]/1
46068,RUTHENIUM TRICHLORIDE,200 [hp_C]/1
46069,CAPSELLA BURSA-PASTORIS,500 [hp_C]/1
46070,ETHER,30 [hp_C]/1
46071,ETHER,500 [hp_C]/1
46072,GADOLINIUM,1 [hp_M]/1
46073,FORMALDEHYDE SOLUTION,12 [hp_C]/1
46074,FORMALDEHYDE SOLUTION,30 [hp_C]/1
46075,FORMALDEHYDE SOLUTION,500 [hp_C]/1
46076,HURA CREPITANS SAP,200 [hp_C]/1
46077,GALLIUM ARSENIDE,100 [hp_C]/1
46078,GALLIUM TRIFLUORIDE,6 [hp_C]/1
46079,GALLIUM TRIFLUORIDE,200 [hp_C]/1
46080,HIPPOMANE MANCINELLA FRUITING LEAFY TWIG,100 [hp_C]/1
46081,MAGNESIUM ARSENATE,6 [hp_C]/1
46082,MAGNESIUM ARSENATE,1 [hp_Q]/1
46083,MAGNESIUM IODIDE,1 [hp_M]/1
46084,MAGNESIUM BROMATE,1 [hp_M]/1
46085,LITHIUM OXIDE,12 [hp_C]/1
46086,ALUMINUM,12 [hp_C]/1
46087,ALUMINUM,200 [hp_C]/1
46088,ALUMINUM CHLORIDE ANHYDROUS,500 [hp_C]/1
46089,ALUMINUM CHLORIDE ANHYDROUS,1 [hp_M]/1
46090,STREPTOMYCIN SULFATE,1 g/1
46091,LIDOCAINE,422 mg/1
46092,GLYCERIN,2.8 g/4mL
46093,PYRITHIONE ZINC,.01 g/mL
46094,ESTRADIOL VALERATE,10 mg/mL
46095,UREA,35 g/100g
46096,OXYGEN,235 mL/L
46097,DOFETILIDE,250 ug/1
46098,CAPSICUM OLEORESIN,.32 mg/g
46099,RACEMENTHOL,50 mg/g
46100,GLIMEPIRIDE,8 mg/1
46101,HELIUM,79.6 L/100L
46102,OXYGEN,20.4 L/100L
46103,MEPERIDINE HYDROCHLORIDE,50 mg/1
46104,FLOXURIDINE,100 mg/mL
46105,CAPSAICIN,.0375 g/50g
46106,HYDROCORTISONE ACETATE,1 mg/100mg
46107,DANTROLENE SODIUM,20 mg/1
46108,DRIMIA MARITIMA BULB,8 [hp_X]/mL
46109,DROSERA ROTUNDIFOLIA WHOLE,30 [hp_C]/mL
46110,JUGLANS CINEREA BRANCH BARK/ROOT BARK,30 [hp_C]/mL
46111,ANEMONE PULSATILLA,100 [hp_X]/mL
46112,ARSENIC TRIOXIDE,100 [hp_X]/mL
46113,BAPTISIA TINCTORIA ROOT,100 [hp_X]/mL
46114,BRYONIA ALBA ROOT,100 [hp_X]/mL
46115,ECHINACEA ANGUSTIFOLIA,100 [hp_X]/mL
46116,ECHINACEA PURPUREA,100 [hp_X]/mL
46117,EUPATORIUM PERFOLIATUM FLOWERING TOP,100 [hp_X]/mL
46118,FERROSOFERRIC PHOSPHATE,100 [hp_X]/mL
46119,GELSEMIUM SEMPERVIRENS ROOT,100 [hp_X]/mL
46120,INFLUENZA A VIRUS A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) WHOLE,200 [hp_C]/mL
46121,PHOSPHORUS,100 [hp_X]/mL
46122,POTASSIUM CHLORIDE,100 [hp_X]/mL
46123,SOLANUM DULCAMARA TOP,100 [hp_X]/mL
46124,SULFUR,100 [hp_X]/mL
46125,ZINC,100 [hp_X]/mL
46126,ZINC ACETATE ANHYDROUS,100 [hp_X]/mL
46127,ZINC CARBONATE,100 [hp_X]/mL
46128,ZINC CHLORIDE,100 [hp_X]/mL
46129,ZINC OXIDE,100 [hp_X]/mL
46130,ZINC PICRATE NONAHYDRATE,100 [hp_X]/mL
46131,ZINC VALERATE DIHYDRATE,100 [hp_X]/mL
46132,PUERARIA MONTANA VAR. LOBATA WHOLE,4 [hp_X]/mL
46133,CADMIUM SULFATE,30 [hp_C]/mL
46134,"COFFEA ARABICA SEED, ROASTED",4 [hp_X]/mL
46135,URTICA URENS WHOLE,12 [hp_X]/mL
46136,SEMECARPUS ANACARDIUM FRUIT,12 [hp_X]/mL
46137,TOXICODENDRON DIVERSILOBUM LEAF,30 [hp_X]/mL
46138,TOXICODENDRON VERNIX LEAFY TWIG,30 [hp_X]/mL
46139,URTICA DIOICA,30 [hp_X]/mL
46140,OCTOCRYLENE,4.5 mg/50mL
46141,QUETIAPINE,50 mg/1
46142,CEFUROXIME SODIUM,7.5 g/1
46143,NALOXONE,3 mg/1
46144,PSEUDOGNAPHALIUM OBTUSIFOLIUM WHOLE,4 [hp_X]/1
46145,BETULA PENDULA BARK,4 [hp_C]/mL
46146,CALCIUM FLUORIDE,8 [hp_C]/mL
46147,CALTHA PALUSTRIS,4 [hp_C]/mL
46148,CLEMATIS RECTA FLOWERING TOP,4 [hp_C]/mL
46149,CORTISONE ACETATE,6 [hp_C]/mL
46150,ECHINACEA ANGUSTIFOLIA,5 [hp_C]/mL
46151,GALIUM APARINE,4 [hp_C]/mL
46152,HEDERA HELIX FLOWERING TWIG,4 [hp_C]/mL
46153,JUNIPER BERRY,4 [hp_C]/mL
46154,NITRIC ACID,6 [hp_C]/mL
46155,PHOSPHORUS,8 [hp_C]/mL
46156,SEDUM ACRE,4 [hp_C]/mL
46157,SEMPERVIVUM TECTORUM LEAF,4 [hp_C]/mL
46158,THUJA OCCIDENTALIS LEAFY TWIG,4 [hp_C]/mL
46159,URTICA URENS,4 [hp_C]/mL
46160,ADENOSINE PHOSPHATE DISODIUM,8 [hp_X]/mL
46161,MATRICARIA RECUTITA,10 [hp_X]/mL
46162,CYCLAMEN PURPURASCENS TUBER,6 [hp_X]/mL
46163,BACILLUS THURINGIENSIS,8 [hp_X]/mL
46164,BARLEY,8 [hp_X]/mL
46165,BETA VULGARIS,3 1/mL
46166,CHELIDONIUM MAJUS,3 1/mL
46167,GELSEMIUM SEMPERVIRENS ROOT,7 1/mL
46168,IODINE,12 1/mL
46169,IRON,12 1/mL
46170,LYCOPODIUM CLAVATUM SPORE,12 1/mL
46171,PEUMUS BOLDUS LEAF,3 1/mL
46172,PULSATILLA VULGARIS,12 1/mL
46173,SARSAPARILLA,6 1/mL
46174,SELENIUM,12 1/mL
46175,STRYCHNOS NUX-VOMICA SEED,12 1/mL
46176,THUJA OCCIDENTALIS LEAFY TWIG,12 1/mL
46177,VERATRUM ALBUM ROOT,7 1/mL
46178,ZINC,12 1/mL
46179,VALPROATE SODIUM,500 mg/5mL
46180,HUMAN MILK,30 [hp_C]/mL
46181,CLEMATIS VITALBA TOP,8 [hp_X]/mL
46182,ACER SACCHARUM SAP,30 [hp_C]/mL
46183,ANHYDROUS DEXTROSE,6 [hp_C]/mL
46184,HIGH FRUCTOSE CORN SYRUP,9 [hp_C]/mL
46185,LACTOSE,6 [hp_C]/mL
46186,SALMONELLA ENTERICA ENTERICA SEROVAR TYPHI,17 [hp_X]/mL
46187,STREPTOCOCCUS EQUINUS,15 [hp_C]/mL
46188,ACETIC ACID,16 [hp_X]/mL
46189,ASPIDOSPERMA QUEBRACHO-BLANCO BARK,5 [hp_X]/mL
46190,SUS SCROFA ARTERY,10 [hp_X]/mL
46191,VIPERA BERUS VENOM,14 [hp_X]/mL
46192,PEPTOSTREPTOCOCCUS ANAEROBIUS DNA,19 [hp_X]/mL
46193,TERLIPRESSIN,.85 mg/5mL
46194,CALCIUM HEXAFLUOROSILICATE,30 [hp_X]/30mL
46195,CALCIUM IODIDE,12 [hp_X]/30mL
46196,FERROUS IODIDE,12 [hp_X]/30mL
46197,HYDROFLUORIC ACID,12 [hp_C]/30mL
46198,SUS SCROFA PITUITARY GLAND,6 [hp_X]/30mL
46199,"THYROID, UNSPECIFIED",6 [hp_X]/30mL
46200,AMBROSIA PSILOSTACHYA TOP,9 [hp_X]/mL
46201,FALLOPIA MULTIFLORA ROOT,3 [hp_X]/mL
46202,AMERICAN GINSENG,30 [hp_C]/mL
46203,CENTELLA ASIATICA,30 [hp_C]/mL
46204,FALLOPIA MULTIFLORA ROOT,30 [hp_C]/mL
46205,SUS SCROFA HYPOTHALAMUS,30 [hp_C]/mL
46206,SUS SCROFA PINEAL GLAND,30 [hp_C]/mL
46207,SUS SCROFA PITUITARY GLAND,30 [hp_C]/mL
46208,LOBELIA INFLATA,12 [hp_X]/mL
46209,SODIUM CARBONATE,3 [hp_X]/mL
46210,HYDRANGEA ARBORESCENS ROOT,3 [hp_X]/mL
46211,RUBIA TINCTORUM ROOT,5 [hp_X]/mL
46212,AGRIMONIA EUPATORIA FLOWER,6 [hp_X]/mL
46213,GENTIANELLA AMARELLA FLOWER,6 [hp_X]/mL
46214,LEDUM PALUSTRE TWIG,200 [hp_X]/mL
46215,ASCARIS LUMBRICOIDES,30 [hp_X]/mL
46216,TAENIA SOLIUM,30 [hp_X]/mL
46217,TANACETUM VULGARE TOP,12 [hp_X]/mL
46218,AMERICAN HAZELNUT,15 [hp_X]/mL
46219,BRAZIL NUT,15 [hp_X]/mL
46220,CHINESE CHESTNUT,12 [hp_X]/mL
46221,ENGLISH WALNUT,15 [hp_X]/mL
46222,MACADAMIA NUT,12 [hp_X]/mL
46223,MOCKERNUT,12 [hp_C]/mL
46224,OLIVE OIL,12 [hp_X]/mL
46225,PINE NUT,12 [hp_X]/mL
46226,PISTACHIO,12 [hp_X]/mL
46227,TRAPA BICORNIS SEED,12 [hp_X]/mL
46228,ADONIS VERNALIS WHOLE,10 [hp_X]/mL
46229,LEONURUS CARDIACA WHOLE,3 [hp_X]/mL
46230,"SODIUM TRIPOLYPHOSPHATE, UNSPECIFIED FORM",9 [hp_X]/mL
46231,HUMAN RHO(D) IMMUNE GLOBULIN,1500 [iU]/2mL
46232,CAMPHOR (NATURAL),10 mg/g
46233,AMPICILLIN SODIUM,1 g/10mL
46234,SULBACTAM SODIUM,.5 g/10mL
46235,SALICYLIC ACID,.4 g/100g
46236,DROSERA ANGLICA,30 [hp_X]/mL
46237,HUMAN BREAST TUMOR CELL,12 [hp_X]/mL
46238,PULSATILLA PRATENSIS,30 [hp_X]/mL
46239,SHARK CARTILAGE,6 [hp_C]/mL
46240,SOLANUM LYCOPERSICUM,9 [hp_X]/mL
46241,SOLANUM TUBEROSUM,9 [hp_X]/mL
46242,ACETALDEHYDE,200 [hp_X]/mL
46243,ACETYLCHOLINE CHLORIDE,200 [hp_X]/mL
46244,CAFFEIC ACID,200 [hp_X]/mL
46245,CHLOROGENIC ACID,200 [hp_X]/mL
46246,CINNAMIC ACID,200 [hp_X]/mL
46247,COUMARIN,200 [hp_X]/mL
46248,CYSTEINE,200 [hp_X]/mL
46249,EPINEPHRINE,200 [hp_X]/mL
46250,GALLIC ACID MONOHYDRATE,200 [hp_X]/mL
46251,INDOLE,200 [hp_X]/mL
46252,MALVIN,200 [hp_X]/mL
46253,MENADIONE,200 [hp_X]/mL
46254,NOREPINEPHRINE,200 [hp_X]/mL
46255,OCTOPAMINE HYDROCHLORIDE,200 [hp_X]/mL
46256,PHENYL ISOTHIOCYANATE,200 [hp_X]/mL
46257,PHLORIZIN,200 [hp_X]/mL
46258,PORK LIVER,200 [hp_X]/mL
46259,QUERCETIN,200 [hp_X]/mL
46260,SALSOLINOL HYDROCHLORIDE,200 [hp_X]/mL
46261,SEROTONIN HYDROCHLORIDE,200 [hp_X]/mL
46262,YEAST MANNAN,200 [hp_X]/mL
46263,OATMEAL,12 [hp_X]/mL
46264,WHEAT GLUTEN,16 [hp_X]/mL
46265,SUS SCROFA URINARY BLADDER,6 [hp_X]/mL
46266,INFLUENZA A VIRUS A/HONG KONG/4801/2014 X-263B (H3N2) ANTIGEN (PROPIOLACTONE INACTIVATED),200 [hp_C]/mL
46267,INFLUENZA A VIRUS A/SINGAPORE/GP1908/2015 IVR-180A (H1N1) ANTIGEN (PROPIOLACTONE INACTIVATED),200 [hp_C]/mL
46268,INFLUENZA B VIRUS B/BRISBANE/60/2008 ANTIGEN (PROPIOLACTONE INACTIVATED),200 [hp_C]/mL
46269,PUNICA GRANATUM ROOT BARK,3 [hp_X]/mL
46270,APIOLE (PARSLEY),12 [hp_X]/mL
46271,ECHINACEA ANGUSTIFOLIA WHOLE,30 [hp_X]/mL
46272,MATRICARIA CHAMOMILLA WHOLE,30 [hp_X]/mL
46273,ISOPROPYL ALCOHOL,75 mL/60mL
46274,HYALURONIDASE (BOVINE),9 [hp_X]/mL
46275,LEVOCARNITINE,12 [hp_X]/mL
46276,TITANIUM DIOXIDE,2.48 g/59g
46277,CLINDAMYCIN PHOSPHATE,100 mg/5g
46278,ZANAMIVIR,5 mg/1
46279,LAMOTRIGINE,2 mg/1
46280,RISEDRONATE SODIUM HEMI-PENTAHYDRATE,5 mg/1
46281,EDETATE DISODIUM,24 g/100g
46282,ALCOHOL,73.68 mL/100mL
46283,CARBAMIDE PEROXIDE,20 g/100g
46284,METHYLPREDNISOLONE SODIUM SUCCINATE,1 g/mL
46285,RIVASTIGMINE,9.5 mg/1
46286,NITROGEN,99.1 L/100L
46287,MERCURIUS SOLUBILIS,17 [hp_X]/1
46288,ARNICA MONTANA ROOT,10 [hp_X]/mL
46289,COLCHICUM AUTUMNALE FLOWER,5 [hp_X]/mL
46290,APIS MELLIFERA VENOM,5 [hp_X]/mL
46291,SOLIDAGO CANADENSIS FLOWERING TOP,5 [hp_X]/mL
46292,KALANCHOE DAIGREMONTIANA LEAF,6 [hp_X]/1
46293,.ALPHA.-TOCOPHEROL,30 [iU]/1
46294,BOS TAURUS EYE,17 [hp_X]/1
46295,BOS TAURUS PITUITARY GLAND,17 [hp_X]/1
46296,SUS SCROFA THALAMUS,17 [hp_X]/1
46297,BOS TAURUS TENDON,17 [hp_X]/mL
46298,TIOPRONIN,300 mg/1
46299,ANTIMONY TRISULFIDE,10 [hp_X]/mL
46300,BOS TAURUS OVARY,7 [hp_X]/g
46301,ARNICA MONTANA FLOWER,6 [hp_X]/g
46302,OXALIS STRICTA WHOLE,6 [hp_X]/g
46303,PENOXSULAM,12 [hp_X]/g
46304,SEDUM ROSEUM WHOLE,12 [hp_X]/g
46305,URTICA DIOICA,6 [hp_X]/g
46306,SEDUM ROSEUM WHOLE,6 [hp_X]/g
46307,HORSE CHESTNUT,50 [hp_X]/mL
46308,ARNICA MONTANA,20 [hp_X]/g
46309,BAMBUSA VULGARIS WHOLE,6 [hp_X]/g
46310,BOS TAURUS INTERVERTEBRAL DISC,8 [hp_X]/g
46311,FORMICA RUFA,7 [hp_X]/g
46312,HORSE CHESTNUT,50 [hp_X]/g
46313,ROSMARINUS OFFICINALIS FLOWERING TOP,6 [hp_X]/g
46314,STACHYS OFFICINALIS,6 [hp_X]/g
46315,ALUMINUM OXIDE,8 [hp_X]/1
46316,BORAGO OFFICINALIS WHOLE,3 [hp_X]/1
46317,CENTAUREA BENEDICTA,3 [hp_X]/1
46318,FERROUS ARSENATE,10 [hp_X]/1
46319,HAMAMELIS VIRGINIANA LEAF,3 [hp_X]/1
46320,BOS TAURUS OVARY,20 [hp_X]/mL
46321,SUS SCROFA FALLOPIAN TUBE,20 [hp_X]/mL
46322,BAMBUSA VULGARIS WHOLE,3 [hp_X]/g
